name,combined_text,overall_player_rating,rating_encoded
Once Human,"once human is a multiplayer open-world survival game set in a strange, post-apocalyptic future. unite with friends to fight monstrous enemies, uncover secret plots, compete for resources, and build your own territory. once, you were merely human. now, you have the power to remake the world. about this game
							the apocalypse changed everything. human, animal, plant… all are infested by an alien creature – stardust. as a meta-human, you can survive the contamination and use the power of stardust. play alone or join others to fight, build and explore. when the world is in chaos, you are our last hope.survive in the wildernessyou wake up in the middle of nowhere. you'll have to brace yourself for the cruelty of nature (from monsters to lack of food); however, stardust's influence does not restrict to living things, it also affects the soil and water. eating polluted food and drinking dirty water will reduce your sanity. when your sanity drops, your max hp would drop accordingly. to eat or not to eat, it's a question.fight against monstersbattle numerous enemies that are once human, and challenge bosses from another dimension to gain powerful items and ease stardust pollution. you are not only fighting for yourself, but also fighting for the survivors. customize weaponswith about 100 gun blueprints divided into seven categories for you to collect and craft, every loot grants you something new. did i mention accessories and gun perks? right, they are the heroes here. if our current weapon cannot satisfy your need, you can add different parts and perks, upgrade your firearm to your heart's content.  build territoryuse territory core to build a house of your own. you can keep a practical style, jamming everything needed in a small room; or you can design a townhouse with a patio, kitchen, garage… the best part is, you can relocate your territory any time you want! find out the truthdelve into the truth of stardust, find out where it came from, and what it wants. in the journey of seeking truth, you may feel alone, but you are never alone. there are several factions in the world, some can be violent and hostile, others might be friendly and helpful. explore human settlements to learn their stories or exterminate bosses without leaving a name for survivors to praise, the choices are yours. ['survival', 'open world', 'multiplayer', 'free to play', 'co-op', 'shooter', 'horror', 'post-apocalyptic', 'base building', 'action', 'adventure', 'strategy', '3d', 'rpg', 'simulation', 'mmorpg', 'action-adventure', 'pvp', 'singleplayer', 'strategy rpg']",Mostly Positive,3.0
NARAKA: BLADEPOINT,"dive into the legends of the far east in naraka: bladepoint; team up with friends in fast-paced melee fights for a battle royale experience unlike any other. find your playstyle with a varied cast of heroes with unique skills. more than 20 million players have already joined the fray, play free now! about this game
dynamic, fast-paced and ever shifting; battle your enemies with punishing combos, parries and grit or outsmart them using lethal counters in an intense mind game.wall run, swoop down, and zip across mountains and buildings with ease as you hunt down unsuspecting foes using your grappling hook and parkour skills. combine a variety of melee and ranged weapons with our cast of powerful heroes, each with customized skills and unique ultimate moves.travel to the magnificent but dangerous land of morus and holoroth, where great battles have shaped a beautiful landscape inspired by far eastern legends. ['battle royale', 'multiplayer', 'martial arts', 'pvp', 'action', 'female protagonist', 'character customization', 'massively multiplayer', 'fighting', 'survival', 'third person', 'swordplay', 'hack and slash', 'anime', 'parkour', 'adventure', 'mature', 'free to play', 'violent', 'gore']",Mostly Positive,3.0
Warframe,"awaken as an unstoppable warrior and battle alongside your friends in this story-driven free-to-play online action game about this game
							confront warring factions throughout a sprawling interplanetary system as you follow the guidance of the mysterious lotus and level up your warframe, build an arsenal of destructive firepower, and realize your true potential across massive open worlds in this thrilling, genre-defining third-person combat experience.become a powerful warriorenter your warframe: a bio-metal suit of untold power. unleash its abilities and wield a vast array of devastating weaponry to effortlessly annihilate hordes of enemies on sight. and when the slaughter is over, you can earn or instantly unlock 40+ different warframes - each with a unique suite of powers - to re-experience the mayhem any way you want.battle alongside friendsform a squad with your friends and earn valuable bonus rewards when you complete missions together via highly collaborative, co-op gameplay. utilize your warframe’s abilities to heal allies, redirect enemy fire, and achieve your objectives. stuck on a particular challenge? in-game matchmaking makes it easy to connect with friendly tenno whenever you need an extra hand.explore a massive systemdeftly maneuver through ground-based missions with your warframe’s mesmerizing parkour skills, or take to the stars and engage in massive ship-to-ship battles in your very own customizable spacecraft. lose yourself within mysterious open-world landscapes and discover a system teeming with fascinating lifeforms - both friendly and hostile.discover an epic storymarvel at the sweeping history of the origin system as you experience warframe’s massive cinematic narrative spanning 5 separate expansions and 30+ story-based quests. discover the power within and experience your first taste of invincibility with one of three original warframes before you begin your journey, develop your skills and seek out the truth behind your awakening.master your arsenalyour starter weapons are just the beginning. craft hundreds of destructive armaments, plus vehicles, companions and more. level them up and experiment until you find the right combination of gear that suits your unique playstyle. fashion your weaponry for a fearsome look to compliment your custom-designed loadout.customize endlesslyentering the origin system means joining legions of friendly tenno, each with their own personalized warframes, weapons and gear. with a staggering number of customization options available to enhance your loadout, designing the perfect look for your warframe makes for an endlessly rewarding challenge for you and your squad. ['free to play', 'action rpg', 'looter shooter', 'third-person shooter', 'action', 'rpg', 'third person', 'character customization', 'massively multiplayer', 'online co-op', 'co-op', 'singleplayer', 'pve', 'sci-fi', 'space', 'lore-rich', 'shooter', 'hack and slash', 'parkour', 'ninja']",Very Positive,4.0
Grounded,"the world is a vast, beautiful and dangerous place – especially when you have been shrunk to the size of an ant. can you thrive alongside the hordes of giant insects, fighting to survive the perils of the backyard? about this game
the world is a vast, beautiful, and dangerous place – especially when you have been shrunk to the size of an ant. explore, build and survive together in this first-person, multiplayer, survival adventure. can you thrive alongside the hordes of giant insects, fighting to survive the perils of the backyard?uncover the mysteries while playing through the story!how did you wind up so small? who did this to you? how do you go home? these are all answers you will uncover as you play through the story.solo or with friends – anytime!you can face the backyard alone or together, online, with up to three friends. not only that, but with the shared worlds feature, you can continue to play in your shared world even if the original host is not on, with all your progression saving!nowhere is safe – not even your base!creatures can be found roaming the yard in a multitude of environments, such as the depths of the pond, the caverns of the termite den, and even the sweltering heat found in the sandbox. you can even attract them to different places in the yard by activating the mix.r devices. however, the more you interfere with the creatures in the yard, the higher the chance that they come knocking at your own door, so you better prepare.play true to your playstyle!use the in-game customization systems such as mutations and milk molars to activate the bonuses and perks you want for your character. not only that, but craft and upgrade your armor and weapons to give your character the stats and advantages you need in order to take on the perils of the backyard.it’s time to go big, or never go home! ['survival', 'multiplayer', 'co-op', 'open world survival craft', 'base building', 'crafting', 'adventure', 'open world', 'horror', 'online co-op', 'exploration', 'action', 'sandbox', 'first-person', 'singleplayer', 'rpg', 'third person', 'cute', 'early access', 'funny']",Very Positive,4.0
Tom Clancy's Rainbow Six® Siege,"tom clancy's rainbow six® siege is an elite, tactical team-based shooter where superior planning and execution triumph. about this game
							“one of the best first-person shooters ever made. 10\10” – gamespottom clancy's rainbow six® siege is an elite, realistic, tactical team-based shooter where superior planning and execution triumph. it features 5v5 attack vs. defense gameplay and intense close-quarters combat in destructible environments.engage in a brand-new style of assault using an unrivaled level of destruction and gadgetry. on defense, coordinate with your team to transform your environments into strongholds. trap, fortify and create defensive systems to prevent being breached by the enemy.on attack, lead your team through narrow corridors, barricaded doorways and reinforced walls. combine tactical maps, observation drones, rappelling and more to plan, attack and defuse every situation.choose from dozens of highly trained, special forces operators from around the world. deploy the latest technology to track enemy movement. shatter walls to open new lines of fire. breach ceilings and floors to create new access points. employ every weapon and gadget from your deadly arsenal to locate, manipulate and destroy your enemies and the environment around them.experience new strategies and tactics as rainbow six siege evolves over time. change the rules of siege with every update that includes new operators, weapons, gadgets and maps. evolve alongside the ever-changing landscape with your friends and become the most experienced and dangerous operators out there.compete against others from around the world in ranked match play. grab your best squad and join the competitive community in weekly tournaments or watch the best professional teams battle it out in the rainbow six siege pro league. ['fps', 'pvp', 'esports', 'multiplayer', 'shooter', 'tactical', 'competitive', 'online co-op', 'action', 'hero shooter', 'team-based', 'military', 'strategy', 'first-person', 'war', 'co-op', 'realistic', 'destruction', 'difficult', '3d']",Very Positive,4.0
Grand Theft Auto V,"grand theft auto v for pc offers players the option to explore the award-winning world of los santos and blaine county in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second. about this game
							when a young street hustler, a retired bank robber and a terrifying psychopath find themselves entangled with some of the most frightening and deranged elements of the criminal underworld, the u.s. government and the entertainment industry, they must pull off a series of dangerous heists to survive in a ruthless city in which they can trust nobody, least of all each other.

grand theft auto v for pc offers players the option to explore the award-winning world of los santos and blaine county in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second. 

the game offers players a huge range of pc-specific customization options, including over 25 separate configurable settings for texture quality, shaders, tessellation, anti-aliasing and more, as well as support and extensive customization for mouse and keyboard controls. additional options include a population density slider to control car and pedestrian traffic, as well as dual and triple monitor support, 3d compatibility, and plug-and-play controller support.  

grand theft auto v for pc also includes grand theft auto online, with support for 30 players and two spectators. grand theft auto online for pc will include all existing gameplay upgrades and rockstar-created content released since the launch of grand theft auto online, including heists and adversary modes.

the pc version of grand theft auto v and grand theft auto online features first person mode, giving players the chance to explore the incredibly detailed world of los santos and blaine county in an entirely new way.

grand theft auto v for pc also brings the debut of the rockstar editor, a powerful suite of creative tools to quickly and easily capture, edit and share game footage from within grand theft auto v and grand theft auto online. the rockstar editor’s director mode allows players the ability to stage their own scenes using prominent story characters, pedestrians, and even animals to bring their vision to life. along with advanced camera manipulation and editing effects including fast and slow motion, and an array of camera filters, players can add their own music using songs from gtav radio stations, or dynamically control the intensity of the game’s score. completed videos can be uploaded directly from the rockstar editor to youtube and the rockstar games social club for easy sharing.  

soundtrack artists the alchemist and oh no return as hosts of the new radio station, the lab fm. the station features new and exclusive music from the production duo based on and inspired by the game’s original soundtrack. collaborating guest artists include earl sweatshirt, freddie gibbs, little dragon, killer mike, sam herring from future islands, and more. players can also discover los santos and blaine county while enjoying their own music through self radio, a new radio station that will host player-created custom soundtracks. ['open world', 'action', 'multiplayer', 'crime', 'automobile sim', 'third person', 'first-person', 'mature', 'shooter', 'adventure', 'singleplayer', 'third-person shooter', 'racing', 'co-op', 'sandbox', 'atmospheric', 'funny', 'great soundtrack', 'comedy', 'moddable']",Very Positive,4.0
Call of Duty®: Black Ops III,"call of duty®: black ops iii zombies chronicles edition includes the full base game plus the zombies chronicles content expansion. about this game
							call of duty®: black ops iii zombies chronicles edition includes the full base game and the zombies chronicles content expansion.

call of duty: black ops iii combines three unique game modes: campaign, multiplayer, and zombies, providing fans with the deepest and most ambitious call of duty ever.

the zombies chronicles content expansion delivers 8 remastered classic zombies maps from call of duty®: world at war, call of duty®: black ops and call of duty®: black ops ii. complete maps from the original saga are fully remastered and hd playable within call of duty®: black ops iii. ['multiplayer', 'zombies', 'fps', 'shooter', 'action', 'first-person', 'singleplayer', 'co-op', 'futuristic', 'illuminati', 'hero shooter', 'robots', 'sci-fi', 'gore', 'great soundtrack', 'story rich', 'atmospheric', 'parkour', 'quick-time events', 'simulation']",Very Positive,4.0
Like a Dragon: Infinite Wealth,"two larger-than-life heroes, ichiban kasuga and kazuma kiryu are brought together by the hand of fate, or perhaps something more sinister… live it up in japan and explore all that hawaii has to offer in an rpg adventure so big it spans the pacific. about this game
epic emotional dramatwo larger-than-life heroes brought together by the hand of fate, or perhaps something more sinister…ichiban kasuga, an unstoppable underdog who’s no stranger to crawling up from rock bottom, and kazuma kiryu, a broken man facing down his last days.best-in-class rpg actionexperience one-of-a-kind combat with dynamic, fast-paced rpg battles where the battlefield becomes your weapon, and anything goes. adapt your party’s skills to the situation with outlandish jobs and customizations to strategically subdue enemies with over-the-top moves. infinite adventurelive it up in japan and explore all that hawaii has to offer in an adventure so big it spans the pacific. unforgettable moments await at every step of the journey with a unique mix of quests and activities to enjoy at your leisure.deluxe edition content- like a dragon: infinite wealth game- master vacation bundle: explore a bonus dungeon, get special sujimon, resort guests, outfits, new game+ & moreultimate edition content- like a dragon: infinite wealth game- master vacation bundle: explore a bonus dungeon, get special sujimon, resort guests, outfits, new game+ & more- assorted outfit bundle: customize your party's look with outfits & swimwear- sujimon & resort bundle: get legendary sujimon, resort guests and special boosters- yakuza cd collection set: increase your in-game playlist with classic karaoke tracks ['action', 'adventure', 'jrpg', 'turn-based combat', 'sexual content', 'comedy', 'emotional', 'story rich', 'action rpg', 'funny', 'singleplayer', 'violent', 'turn-based', 'action-adventure', 'rpg', ""beat 'em up"", 'martial arts', 'gore', 'colorful', 'great soundtrack']",Very Positive,4.0
Dead by Daylight,"dead by daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage killer, and the other four players play as survivors, trying to escape the killer and avoid being caught and killed. about this game
death is not an escape.dead by daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage killer, and the other four players play as survivors, trying to escape the killer and avoid being caught, tortured and killed. survivors play in third-person and have the advantage of better situational awareness. the killer plays in first-person and is more focused on their prey. the survivors' goal in each encounter is to escape the killing ground without getting caught by the killer - something that sounds easier than it is, especially when the environment changes every time you play.key features•	survive together… or not - survivors can either cooperate with the others or be selfish. your chance of survival will vary depending on whether you work together as a team or if you go at it alone. will you be able to outwit the killer and escape their killing ground?•	where am i? - each level is procedurally generated, so you’ll never know what to expect. random spawn points mean you will never feel safe as the world and its danger change every time you play.•	a feast for killers - dead by daylight draws from all corners of the horror world. as a killer you can play as anything from a powerful slasher to terrifying paranormal entities. familiarize yourself with your killing grounds and master each killer’s unique power to be able to hunt, catch and sacrifice your victims.•	deeper and deeper - each killer and survivor has their own deep progression system and plenty of unlockables that can be customized to fit your own personal strategy. experience, skills and understanding of the environment are key to being able to hunt or outwit the killer.•	real people, real fear - the procedural levels and real human reactions to pure horror makes each game session an unexpected scenario. you will never be able to tell how it’s going to turn out. ambience, music, and chilling environments combine into a terrifying experience. with enough time, you might even discover what’s hiding in the fog.warning: photosensitivity/epilepsy seizures - read this notice before playinga very small percentage of people may experience epileptic seizures or blackouts when exposed to certain kinds of flashing lights or light patterns. these persons, or even people who have no history of seizures or epilepsy, may experience epileptic symptoms or seizures while playing video games. if you or any of your relatives has an epileptic condition or has had seizures of any kind, consult your physician before playing any video game.immediately discontinue use and consult a physician if you or your child experience any of the following symptoms: dizziness, altered vision, eye or muscle twitching, involuntary movements, loss of awareness, disorientation, or convulsions. parents should watch for or ask their children about the above symptoms.you may reduce risk of photosensitive epileptic seizures by taking the following precautions: sit farther from the screen, use a smaller screen, play in a well-lit room, do not play when you are drowsy or fatigued. ['horror', 'survival horror', 'multiplayer', 'online co-op', 'co-op', 'survival', 'gore', 'team-based', 'blood', 'stealth', 'third person', 'violent', 'first-person', 'psychological horror', 'action', 'atmospheric', 'strategy', 'comedy', 'mature', 'difficult']",Very Positive,4.0
Call of Duty®,"call of duty® hq supports call of duty®: black ops 6, call of duty®: modern warfare® iii, call of duty®: modern warfare® ii and call of duty®: warzone™. about this game
							call of duty® hq supports call of duty®: black ops 6, call of duty®: modern warfare® iii, call of duty®: modern warfare® ii and call of duty®: warzone™.

call of duty®: black ops 6 is signature black ops across a cinematic single-player campaign, a best-in-class multiplayer experience and with the epic return of round-based zombies.

call of duty®: modern warfare® iii is the direct sequel to the record-breaking call of duty®: modern warfare® ii. captain price and task force 141 face off against the ultimate threat. the ultranationalist war criminal vladimir makarov is extending his grasp across the world causing task force 141 to fight like never before.

call of duty®: modern warfare® ii drops players into an unprecedented global conflict that features the return of the iconic operators of task force 141.

call of duty®: warzone™ is the massive free-to-play combat arena which features battle royales, resurgence and dmz.

call of duty® points (cp) are the in-game currency that can be used in call of duty®: modern warfare® iii, modern warfare® ii, and warzone™ to obtain new content. call of duty®: modern warfare® iii / call of duty®: modern warfare® ii / call of duty®: warzone™ game required, sold / downloaded separately.

cp purchased may also be used to obtain in-game content in certain call of duty® games with cp functionality enabled*. each game sold separately. ['fps', 'multiplayer', 'shooter', 'action', 'singleplayer', 'military', 'first-person', 'war', 'modern', 'tactical', 'violent', 'co-op', 'realistic', 'story rich', 'atmospheric', 'mature', 'online co-op', 'gore', 'third-person shooter', 'third person']",Mixed,2.0
Street Fighter™ 6,"here comes capcom’s newest challenger! street fighter™ 6 launches worldwide on june 2nd, 2023 and represents the next evolution of the street fighter™ series! street fighter 6 spans three distinct game modes, including world tour, fighting ground and battle hub. about this game
							here comes capcom’s newest challenger! street fighter™ 6 launches worldwide on june 2nd, 2023 and represents the next evolution of the series. powered by capcom’s proprietary re engine, the street fighter 6 experience spans across three distinct game modes featuring world tour, fighting ground and battle hub. diverse roster of 18 fightersplay legendary masters and new fan favorites like ryu, chun-li, luke, jamie, kimberly and more in this latest edition with each character featuring striking new redesigns and exhilarating cinematic specials.dominate the fighting groundstreet fighter 6 offers a highly evolved combat system with three control types - classic, modern and dynamic - allowing you to quickly play to your skill level. the new real time commentary feature adds all the hype of a competitive match as well as easy-to-understand explanations about your gameplay.the drive gauge is a new system to manage your resources. use it wisely in order to claim victory.explore the streets in world tourdiscover the meaning of strength in world tour, an immersive, single-player story mode. take your avatar and explore metro city and beyond. meet masters who will take you under their wing and teach you their style and techniques.seek rivals in the battle hubthe battle hub represents a core mode of street fighter 6 where players can gather and communicate, and become stronger together. use the avatar you create in world tour to check out cabinets on the battle hub floor and play against other players, or head over to the game center to enjoy some of capcom's classic arcade games.your path to becoming a world warrior starts here. ['2d fighter', 'fighting', 'character customization', 'action', 'arcade', 'multiplayer', 'adventure', 'competitive', 'pvp', 'esports', 'open world', 'singleplayer', 'local multiplayer', 'controller', 'action rpg', '3d', 'great soundtrack', 'martial arts', 'sandbox', '3d fighter']",Very Positive,4.0
The First Descendant,"the first descendant is a third-person looter shooter powered by unreal engine 5. become a descendant. fight for the survival of humanity. descendants have unique abilities to tackle both solo and co-op missions. up to 4 players use varied mechanics to defeat giant bosses. be the first descendant! about this game
the first descendant is a free third-person cooperative action rpg shooter featuring high-quality graphics. experience the fun of strategic boss fights through 4-player co-op and various unique characters, exciting gunplay, and looting. a variety of equipment is necessary for growth, and you can obtain them through clearing scenario missions within the game or in the world missions where cooperation is crucial and battles with huge bosses.the player becomes a descendant in the game and is given a mission to fight against the invaders for the survival of humans and to protect the ‘ingris continent’. the player can experience a spectacular story by growing stronger through various missions and stories to finally discover the descendants' secret. you can also feel the first descendant’s unique atmosphere through high-quality fields developed with unreal engine 5 and gain a new experience of reality and sf fantasy coexisting in one place.charming and unique charactersyou can play various characters with distinctive concepts and battle styles. we plan to add various customizable elements such as skins for each character to support character decoration.exciting battles and dynamic action using various skills and firearmsexperience the first descendant’s exciting battles composed of various characters with unique skill sets, free movements, and chain actions through grappling hooks, colorful firearms, and additional effects. with these, the player can create any battle style they desire.battles with huge boss monsters through cooperative playyou can target huge boss monsters with different appearances and abilities through 4 player co-op play. the various difficulties will stimulate your competitive spirit, and you can destroy or extract various parts of the huge bosses through 4-player cooperative play. by targeting the huge boss’s gimmicks, you will be able to experience a more compact team play.motivating play and growthyou can equip a character with 3 guns, 4 secondary accessories, and various sub-weapons. of course, there will also be items to enhance a character or their firearm stats or add a new ability all together. a variety of equipment is a necessary element for growth, and you can obtain them through clearing scenario missions within the game, or in the world missions where cooperation is crucial and battles with huge bosses. we provide equipment so you can develop the characters to play continuously through character growth and acquiring and combining the various equipment. use it to challenge yourself with more difficult tasks and enjoy the thrill of clearing them. ['free to play', 'sexual content', 'looter shooter', 'multiplayer', 'third-person shooter', 'rpg', 'online co-op', 'action', 'shooter', 'action rpg', 'third person', 'singleplayer', 'adventure', 'sci-fi', 'character customization', 'co-op', 'pve', 'story rich', 'combat', 'violent']",Mixed,2.0
